Material Category,Material Type,County,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Other Organic,Prunings and Trimmings,LOS ANGELES,115613,0.068645698272617,6848,0.00776987682463602,122461,0.047732965388433975
Other Organic,Branches and Stumps,LOS ANGELES,47961,0.0284769443790161,0,0.0,47961,0.018694230700729425
Other Organic,Manures,LOS ANGELES,0,0.0,0,0.0,0,0.0
Other Organic,Textiles,LOS ANGELES,65178,0.0386993666775999,65658,0.0744969455238916,130835,0.05099694536329672
Other Organic,Carpet,LOS ANGELES,33043,0.0196193461612121,5519,0.006261910364042079,38562,0.015030652650397784
Other Organic,Remainder / Composite Organic,LOS ANGELES,80925,0.0480495122955241,65887,0.0747577651799157,146813,0.057224625584989426
Inerts and Other,Concrete,LOS ANGELES,19659,0.0116725478844126,3350,0.00380054474914847,23009,0.008968270637461542
Inerts and Other,Asphalt Paving,LOS ANGELES,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,LOS ANGELES,15229,0.00904195953516733,0,0.0,15229,0.005935765975707484
Inerts and Other,Clean Dimensional Lumber,LOS ANGELES,47600,0.0282623147856676,4590,0.00520836277968044,52190,0.02034256719527225
Inerts and Other,Clean Engineered Wood,LOS ANGELES,28339,0.0168264097862289,1162,0.00131834677248041,29501,0.01149890911940452
Inerts and Other,Clean Pallets & Crates,LOS ANGELES,6692,0.003973399138399771,17548,0.0199110136755632,24241,0.009448464077138672
Inerts and Other,Other Wood Waste,LOS ANGELES,77496,0.0460132828201668,18601,0.0211054469970467,96097,0.037456668635714216
Inerts and Other,Gypsum Board,LOS ANGELES,4050,0.00240495211008407,3654,0.00414580933333641,7704,0.003002990563339045
Inerts and Other,"Rock, Soil and Fines",LOS ANGELES,50839,0.0301857261414442,2597,0.00294628003745275,53436,0.02082813150475176
Inerts and Other,Remainder / Composite Inerts and Other,LOS ANGELES,16523,0.00981077374518734,2215,0.0025126578056591698,18738,0.007303644550527198
Household Hazardous Waste (HHW),Paint,LOS ANGELES,6456,0.00383306440428731,4,4.0077500773254e-06,6459,0.002517664675737893
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,LOS ANGELES,56,3.30199374382252e-05,0,0.0,56,2.1676564731737628e-05
Household Hazardous Waste (HHW),Used Oil,LOS ANGELES,181,0.00010731479667423199,0,0.0,181,7.044883537814738e-05
Household Hazardous Waste (HHW),Batteries,LOS ANGELES,380,0.000225636239161206,318,0.00036110161962440697,698,0.00027217279915000094
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,LOS ANGELES,4542,0.00269662822412172,401,0.00045538993466306504,4943,0.0019266933540468512
Special Waste,Ash,LOS ANGELES,306,0.000181609655910239,821,0.000931303337992967,1127,0.0004391526893418752
Special Waste,Treated Medical Waste,LOS ANGELES,0,0.0,6509,0.0073855680185596,6509,0.002537171696353744
Special Waste,Bulky Items,LOS ANGELES,55849,0.0331602721723377,24801,0.0281400658522521,80650,0.03143567558705547
Special Waste,Tires,LOS ANGELES,0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,LOS ANGELES,732,0.000434762509603299,178,0.00020231600461172,911,0.0003549099252253672
Mixed Residue,Mixed Residue,LOS ANGELES,73033,0.0433634328407493,30380,0.0344700708823858,103413,0.04030828715804935
Paper,Uncoated Corrugated Cardboard,MODOC,36,0.0205731672386676,22,0.0356791218393351,58,0.024523642543185557
Paper,Paper Bags,MODOC,7,0.0037190066107415,3,0.00527466562364938,10,0.0041258390602757905
Paper,Newspaper,MODOC,12,0.00709212559665615,29,0.0464310841690457,41,0.017379961648990947
Paper,White Ledger Paper,MODOC,4,0.0021725173129619802,3,0.0052869012166633,7,0.0029869839935262547
Paper,Other Office Paper,MODOC,7,0.0039791369732145795,4,0.0058879491862709995,11,0.004478325254126562
Paper,Magazines and Catalogs,MODOC,18,0.0103880630464524,5,0.007478042212656609,23,0.009627040936731838
Paper,Phone Books and Directories,MODOC,4,0.00208390147519643,0,0.000306365386920027,4,0.0016190442314632147
Paper,Other Miscellaneous Paper - Compostable,MODOC,4,0.00240977907214072,2,0.00295972626349685,6,0.002553600025908541
Paper,Other Miscellaneous Paper - Other,MODOC,75,0.0430472871261769,29,0.0471909615637325,105,0.04413093155436831
Paper,Remainder / Composite Paper - Compostable,MODOC,159,0.0907854965031047,42,0.0676951863054057,201,0.08474697046347007
Paper,Remainder / Composite Paper - Other,MODOC,16,0.00937326877526624,7,0.0109194056132361,23,0.009777611007006795
Glass,Clear Glass Bottles and Containers,MODOC,26,0.0147765480186356,10,0.0164193762236836,36,0.015206176759431691
Glass,Green Glass Bottles and Containers,MODOC,19,0.0109054651959868,1,0.00148785037811019,20,0.008442591729927267
Glass,Brown Glass Bottles and Containers,MODOC,11,0.0064632390060619,4,0.00682128720880721,16,0.0065568749675197656
Glass,Other Glass Colored Bottles and Containers,MODOC,2,0.0010548143269512801,0,0.000619255891282891,2,0.0009409080635426496
Glass,Flat Glass,MODOC,1,0.00036875622812117796,0,0.000579854656700671,1,0.0004239622148311463
Glass,Remainder / Composite Glass,MODOC,11,0.00602587696805771,2,0.00398097723909204,13,0.005491099385769903
Metal,Tin/Steel Cans,MODOC,22,0.0125434289069437,6,0.00929533537355549,28,0.011693994784465428
Metal,Major Appliances,MODOC,0,0.0,0,1.0932797618282001e-05,0,2.859120667449065e-06
Metal,Used Oil Filters,MODOC,1,0.000611735138123505,0,0.0,1,0.0004517555393528321
Metal,Other Ferrous,MODOC,18,0.0104046427838408,5,0.007565485675041571,23,0.009662152796252571
Metal,Aluminum Cans,MODOC,6,0.0032502002432076,1,0.00227739446282066,7,0.0029957942613876147
Metal,Other Non-Ferrous,MODOC,19,0.010888313743515999,5,0.00768714263469483,24,0.010051150668077154
Metal,Remainder / Composite Metal,MODOC,21,0.0121861069804696,5,0.008523796569680971,27,0.011228347790947068
Electronics,Brown Goods,MODOC,0,0.0,3,0.00453436039488614,3,0.0011858157418923026
Electronics,Computer-related Electronics,MODOC,5,0.00262417222802513,1,0.00201706805339667,6,0.0024654037084220386
Electronics,Other Small Consumer Electronics,MODOC,9,0.00509398138381349,2,0.00261664724282099,11,0.004446114525760201
Electronics,Video Display Devices,MODOC,11,0.00634603741417842,4,0.00653254413252071,15,0.006394812232084025
Plastic,PETE Plastic Containers,MODOC,20,0.0112199084912839,6,0.00925575177699064,25,0.010706246640765974
Plastic,HDPE Plastic Containers,MODOC,11,0.0063717645928845395,3,0.00466298875785393,14,0.005924889376077839
Plastic,Miscellaneous Plastic Containers,MODOC,11,0.006114492805823261,4,0.00638361235962469,15,0.006184872346829458
Plastic,Plastic Trash Bags,MODOC,30,0.0173063872580716,7,0.0112707745793956,37,0.015727967392193582
Plastic,Plastic Grocery and Other Merchandise Bags,MODOC,12,0.0070178026359495604,5,0.0087813977992591,18,0.0074790140803103
Plastic,Non-Bag Commercial and Industrial Packaging Film,MODOC,4,0.0020095785144898302,1,0.00168720787646775,5,0.0019252728695919128
Plastic,Film Products,MODOC,0,5.71715082358416e-06,0,1.60033976566839e-05,0,8.407186982473512e-06
Plastic,Other Film - Other,MODOC,48,0.0273994453220271,13,0.0214910767881785,61,0.02585430205899038
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,MODOC,16,0.0092760772112653,1,0.0016786981816595801,17,0.007289227718536535
Plastic,Durable Plastic Items - Other,MODOC,18,0.0100621854495081,7,0.0112605235062998,25,0.010375572125488872
Plastic,Remainder / Composite Plastic,MODOC,32,0.0183349026912344,21,0.0336593115318444,53,0.02234250765772168
Other Organic,Food,MODOC,437,0.249822339538157,153,0.247713326035693,590,0.2492707950658857
Other Organic,Leaves and Grass,MODOC,36,0.0206846516797275,19,0.0298758256509316,55,0.02308830684437135
Other Organic,Prunings and Trimmings,MODOC,17,0.00987637804774164,5,0.00776987682463602,22,0.009325490581123152
Other Organic,Branches and Stumps,MODOC,11,0.0065347033913567,0,0.0,11,0.0048257624437410065
Other Organic,Manures,MODOC,8,0.0048367095967522,0,0.0,8,0.0035718241709579088
Other Organic,Textiles,MODOC,60,0.0343263452598817,46,0.0744969455238916,106,0.044831670378733916
Other Organic,Carpet,MODOC,15,0.00844994891725739,4,0.006261910364042079,19,0.007877737991280668
Other Organic,Remainder / Composite Organic,MODOC,128,0.0730366017712877,46,0.0747577651799157,174,0.07348671655850708
Inerts and Other,Concrete,MODOC,3,0.00158365077813281,2,0.00380054474914847,5,0.0021634079081353803
Inerts and Other,Asphalt Paving,MODOC,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,MODOC,37,0.0212249224325562,0,0.0,37,0.015674228409788694
Inerts and Other,Clean Dimensional Lumber,MODOC,3,0.0017322966995459998,3,0.00520836277968044,6,0.002641349690201542
Inerts and Other,Clean Engineered Wood,MODOC,14,0.007741022215132959,1,0.00131834677248041,14,0.006061378564938774
Inerts and Other,Clean Pallets & Crates,MODOC,14,0.0077238707626622,12,0.0199110136755632,26,0.010911024993081973
Inerts and Other,Other Wood Waste,MODOC,25,0.0145787346001396,13,0.0211054469970467,39,0.01628558576084237
Inerts and Other,Gypsum Board,MODOC,1,0.000463089216710317,3,0.00414580933333641,3,0.0014261859066434374
Inerts and Other,"Rock, Soil and Fines",MODOC,29,0.0164854043998049,2,0.00294628003745275,31,0.012944683018588374
Inerts and Other,Remainder / Composite Inerts and Other,MODOC,6,0.00322447306450147,2,0.0025126578056591698,7,0.003038320737437591
Household Hazardous Waste (HHW),Paint,MODOC,1,0.000463089216710317,0,4.0077500773254e-06,1,0.00034303126309940266
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,MODOC,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,MODOC,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,MODOC,6,0.00355606781226935,0,0.00036110161962440697,6,0.002720527432566641
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,MODOC,4,0.00219824449166811,0,0.00045538993466306504,4,0.00174245708406457
Special Waste,Ash,MODOC,2,0.000897592679302713,1,0.000931303337992967,2,0.0009064086150165008
Special Waste,Treated Medical Waste,MODOC,0,0.0,5,0.0073855680185596,5,0.001931457153053277
Special Waste,Bulky Items,MODOC,24,0.0135782332060124,17,0.0281400658522521,41,0.01738641095963489
Special Waste,Tires,MODOC,7,0.00412778289462777,0,0.0,7,0.003048294387035004
Special Waste,Remainder / Composite Special Waste,MODOC,0,0.000142928770589604,0,0.00020231600461172,0,0.00015845958658964882
Mixed Residue,Mixed Residue,MODOC,137,0.0784255881375981,21,0.0344700708823858,158,0.06693044003180702
Paper,Uncoated Corrugated Cardboard,MADERA,869,0.0257667648205132,142,0.0356791218393351,1011,0.02681038799480536
Paper,Paper Bags,MADERA,102,0.0030114130068751898,21,0.00527466562364938,123,0.0032496997105984217
Paper,Newspaper,MADERA,439,0.0130255343532942,184,0.0464310841690457,624,0.016542639908662168
Paper,White Ledger Paper,MADERA,48,0.00143532058989468,21,0.0052869012166633,69,0.0018408345147985035
Paper,Other Office Paper,MADERA,84,0.00248144848137561,23,0.0058879491862709995,107,0.002840102136820107
Paper,Magazines and Catalogs,MADERA,255,0.007571316111694441,30,0.007478042212656609,285,0.0075614957629713654
Paper,Phone Books and Directories,MADERA,11,0.00031742666891901604,1,0.000306365386920027,12,0.00031626208110104243
Paper,Other Miscellaneous Paper - Compostable,MADERA,75,0.0022330276100476897,12,0.00295972626349685,87,0.002309538126570287
Paper,Other Miscellaneous Paper - Other,MADERA,1801,0.0533966861759858,187,0.0471909615637325,1989,0.05274331604350118
Paper,Remainder / Composite Paper - Compostable,MADERA,2694,0.0798562692043134,269,0.0676951863054057,2963,0.07857588877474568
Paper,Remainder / Composite Paper - Other,MADERA,357,0.0105937700461842,43,0.0109194056132361,401,0.010628054608726073
Glass,Clear Glass Bottles and Containers,MADERA,474,0.0140468201576424,65,0.0164193762236836,539,0.014296614882360897
Glass,Green Glass Bottles and Containers,MADERA,75,0.00222198668243311,6,0.00148785037811019,81,0.0021446930923388697
Glass,Brown Glass Bottles and Containers,MADERA,181,0.005368651052586829,27,0.00682128720880721,208,0.005521591947831791
Glass,Other Glass Colored Bottles and Containers,MADERA,9,0.000256701567038856,2,0.000619255891282891,11,0.00029487312341060955
Glass,Flat Glass,MADERA,8,0.00023737994371335097,2,0.000579854656700671,10,0.00027343741686569525
Glass,Remainder / Composite Glass,MADERA,67,0.00199840789823798,16,0.00398097723909204,83,0.002207142844409474
Metal,Tin/Steel Cans,MADERA,404,0.0119628450703914,37,0.00929533537355549,440,0.011681996132850023
Metal,Major Appliances,MADERA,0,0.0,0,1.0932797618282001e-05,0,1.1510603313238208e-06
Metal,Used Oil Filters,MADERA,0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,MADERA,281,0.00832982783881571,30,0.007565485675041571,311,0.008249354022780977
Metal,Aluminum Cans,MADERA,116,0.00342544779242173,9,0.00227739446282066,125,0.0033045749205286093
Metal,Other Non-Ferrous,MADERA,98,0.0029010037307294397,31,0.00768714263469483,128,0.003404912686598867
Metal,Remainder / Composite Metal,MADERA,183,0.00541005453114149,34,0.008523796569680971,216,0.005737885070741417
Electronics,Brown Goods,MADERA,0,0.0,18,0.00453436039488614,18,0.0004774004386353421
Electronics,Computer-related Electronics,MADERA,122,0.0036214242575804204,8,0.00201706805339667,130,0.003452509506898393
Electronics,Other Small Consumer Electronics,MADERA,272,0.00805435669483207,10,0.00261664724282099,282,0.007481847090061934
Electronics,Video Display Devices,MADERA,0,0.0,26,0.00653254413252071,26,0.0006877793476203005
Plastic,PETE Plastic Containers,MADERA,324,0.00961388772039072,37,0.00925575177699064,361,0.0095761813535428
Plastic,HDPE Plastic Containers,MADERA,279,0.00826413431950899,19,0.00466298875785393,297,0.007884987467251121
Plastic,Miscellaneous Plastic Containers,MADERA,296,0.00877477722168305,25,0.00638361235962469,321,0.008523023268626407
Plastic,Plastic Trash Bags,MADERA,510,0.0151150299043524,45,0.0112707745793956,555,0.0147102872243417
Plastic,Plastic Grocery and Other Merchandise Bags,MADERA,424,0.0125811370168076,35,0.0087813977992591,459,0.012181081218154416
Plastic,Non-Bag Commercial and Industrial Packaging Film,MADERA,32,0.000957800470564335,7,0.00168720787646775,39,0.0010345961782709568
Plastic,Film Products,MADERA,58,0.00172238470787362,0,1.60033976566839e-05,58,0.00154272823705241
Plastic,Other Film - Other,MADERA,829,0.0245688241743318,85,0.0214910767881785,914,0.024244783334125226
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,MADERA,399,0.0118331141709202,7,0.0016786981816595801,406,0.010764005801672357
Plastic,Durable Plastic Items - Other,MADERA,321,0.00952280006757048,45,0.0112605235062998,366,0.009705756396496587
Plastic,Remainder / Composite Plastic,MADERA,997,0.0295565632242158,134,0.0336593115318444,1131,0.02998852135526364
Other Organic,Food,MADERA,8639,0.256091555788151,983,0.247713326035693,9623,0.2552094533061071
Other Organic,Leaves and Grass,MADERA,805,0.0238484036474808,119,0.0298758256509316,923,0.024483001177825543
Other Organic,Prunings and Trimmings,MADERA,688,0.020392593304118998,31,0.00776987682463602,719,0.019063609752023997
Other Organic,Branches and Stumps,MADERA,275,0.00813992388384503,0,0.0,275,0.007282911451178994
Other Organic,Manures,MADERA,2,5.5204638072872305e-05,0,0.0,2,4.9392414046653006e-05
Other Organic,Textiles,MADERA,2459,0.0728866836476133,296,0.0744969455238916,2755,0.07305622017737838
Other Organic,Carpet,MADERA,344,0.0101907761882522,25,0.006261910364042079,369,0.009777125286146436
Other Organic,Remainder / Composite Organic,MADERA,2698,0.0799683346196014,297,0.0747577651799157,2995,0.0794197394662803
Inerts and Other,Concrete,MADERA,176,0.00523063945740465,15,0.00380054474914847,192,0.005080071840022151
Inerts and Other,Asphalt Paving,MADERA,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,MADERA,22,0.0006569351930671809,0,0.0,22,0.0005877697271551713
Inerts and Other,Clean Dimensional Lumber,MADERA,151,0.004485376843420879,21,0.00520836277968044,172,0.004561496466264881
Inerts and Other,Clean Engineered Wood,MADERA,103,0.00304453578971891,5,0.00131834677248041,108,0.002862793863133946
Inerts and Other,Clean Pallets & Crates,MADERA,25,0.0007369819182728459,79,0.0199110136755632,104,0.0027557211392800576
Inerts and Other,Other Wood Waste,MADERA,967,0.028665008319339002,84,0.0211054469970467,1051,0.02786909939793451
Inerts and Other,Gypsum Board,MADERA,55,0.00162853682314973,16,0.00414580933333641,71,0.001893568028407068
Inerts and Other,"Rock, Soil and Fines",MADERA,356,0.0105606472633405,12,0.00294628003745275,368,0.009758968098696013
Inerts and Other,Remainder / Composite Inerts and Other,MADERA,287,0.00849599379941505,10,0.0025126578056591698,297,0.007866037867561205
Household Hazardous Waste (HHW),Paint,MADERA,5,0.000138011595182181,0,4.0077500773254e-06,5,0.00012390299135262443
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,MADERA,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,MADERA,0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,MADERA,45,0.00132767154565258,1,0.00036110161962440697,46,0.00122590616609034
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,MADERA,107,0.00316874622538287,2,0.00045538993466306504,109,0.002883070326126053
Special Waste,Ash,MADERA,0,0.0,4,0.000931303337992967,4,9.805233447297807e-05
Special Waste,Treated Medical Waste,MADERA,0,0.0,29,0.0073855680185596,29,0.0007775900247382174
Special Waste,Bulky Items,MADERA,16,0.000466479191715771,112,0.0281400658522521,127,0.0033800946214140853
Special Waste,Tires,MADERA,152,0.00451573939436096,0,0.0,152,0.0040402994690162215
Special Waste,Remainder / Composite Special Waste,MADERA,30,0.000883274209165957,1,0.00020231600461172,31,0.0008115794788765068
Mixed Residue,Mixed Residue,MADERA,1835,0.0543876094293938,137,0.0344700708823858,1972,0.0522905900461084
Paper,Uncoated Corrugated Cardboard,IMPERIAL,424,0.0118816741548547,339,0.0356791218393351,763,0.01689473805961713
Paper,Paper Bags,IMPERIAL,58,0.00162348025737941,50,0.00527466562364938,108,0.0023926226381894983
Paper,Newspaper,IMPERIAL,439,0.0123081816800984,442,0.0464310841690457,880,0.019496359717553542
Paper,White Ledger Paper,IMPERIAL,80,0.00225085906870569,50,0.0052869012166633,131,0.002890418130125095
Paper,Other Office Paper,IMPERIAL,173,0.0048401724961531795,56,0.0058879491862709995,229,0.005060892447936353
Paper,Magazines and Catalogs,IMPERIAL,240,0.00672781225303839,71,0.007478042212656609,311,0.0068858523412318046
Paper,Phone Books and Directories,IMPERIAL,19,0.0005228156761052321,3,0.000306365386920027,22,0.0004772192261717637
Paper,Other Miscellaneous Paper - Compostable,IMPERIAL,46,0.0013042875288099,28,0.00295972626349685,75,0.0016530148493795276
Paper,Other Miscellaneous Paper - Other,IMPERIAL,1405,0.0394147986554282,449,0.0471909615637325,1854,0.041052890357951205
Paper,Remainder / Composite Paper - Compostable,IMPERIAL,2775,0.0778472541720691,644,0.0676951863054057,3419,0.07570866495629118
Paper,Remainder / Composite Paper - Other,IMPERIAL,213,0.00598211199922513,104,0.0109194056132361,317,0.007022180191905888
Glass,Clear Glass Bottles and Containers,IMPERIAL,314,0.0088218266189125,156,0.0164193762236836,471,0.010422292441688892
Glass,Green Glass Bottles and Containers,IMPERIAL,154,0.00432010848150114,14,0.00148785037811019,168,0.003723477655568511
Glass,Brown Glass Bottles and Containers,IMPERIAL,127,0.00355789825896876,65,0.00682128720880721,192,0.004245349180955854
Glass,Other Glass Colored Bottles and Containers,IMPERIAL,14,0.000396239249258702,6,0.000619255891282891,20,0.00044321893771587587
Glass,Flat Glass,IMPERIAL,0,0.0,6,0.000579854656700671,6,0.00012214958881536937
Glass,Remainder / Composite Glass,IMPERIAL,21,0.000599862196794425,38,0.00398097723909204,59,0.001312112770936681
Metal,Tin/Steel Cans,IMPERIAL,246,0.00690391858604226,88,0.00929533537355549,335,0.007407683751856396
Metal,Major Appliances,IMPERIAL,186,0.00520614346942684,0,1.0932797618282001e-05,186,0.004111743622780063
Metal,Used Oil Filters,IMPERIAL,3,7.15431977828213e-05,0,0.0,3,5.6472227685879506e-05
Metal,Other Ferrous,IMPERIAL,188,0.00528318999011603,72,0.007565485675041571,260,0.005763968192458994
Metal,Aluminum Cans,IMPERIAL,47,0.00132354915898219,22,0.00227739446282066,69,0.0015244819450018516
Metal,Other Non-Ferrous,IMPERIAL,130,0.00365420640983026,73,0.00768714263469483,203,0.004503766719285726
Metal,Remainder / Composite Metal,IMPERIAL,143,0.00402017738310392,81,0.008523796569680971,224,0.00496888966033475
Electronics,Brown Goods,IMPERIAL,128,0.0036046765036729204,43,0.00453436039488614,172,0.003800519554561081
Electronics,Computer-related Electronics,IMPERIAL,46,0.00128227423718441,19,0.00201706805339667,65,0.0014370626164398278
Electronics,Other Small Consumer Electronics,IMPERIAL,121,0.00340215422071847,25,0.00261664724282099,146,0.0032366828336165268
Electronics,Video Display Devices,IMPERIAL,46,0.00128227423718441,62,0.00653254413252071,108,0.0023882726136294553
Plastic,PETE Plastic Containers,IMPERIAL,221,0.00620774823838634,88,0.00925575177699064,309,0.0068498270328669
Plastic,HDPE Plastic Containers,IMPERIAL,142,0.0039899091071188796,44,0.00466298875785393,187,0.004131697056266489
Plastic,Miscellaneous Plastic Containers,IMPERIAL,183,0.00514560691745676,61,0.00638361235962469,244,0.00540639960742573
Plastic,Plastic Trash Bags,IMPERIAL,349,0.009798666434793329,107,0.0112707745793956,456,0.01010877415312756
Plastic,Plastic Grocery and Other Merchandise Bags,IMPERIAL,228,0.00638385457139021,84,0.0087813977992591,311,0.006888910305731646
Plastic,Non-Bag Commercial and Industrial Packaging Film,IMPERIAL,33,0.000924558248270306,16,0.00168720787646775,49,0.001085214608304681
Plastic,Film Products,IMPERIAL,0,0.0,0,1.60033976566839e-05,0,3.3712041816400946e-06
Plastic,Other Film - Other,IMPERIAL,532,0.0149195083991714,204,0.0214910767881785,736,0.01630384560732056
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,IMPERIAL,132,0.00369272967017485,16,0.0016786981816595801,148,0.003268462803744661
Plastic,Durable Plastic Items - Other,IMPERIAL,637,0.0178802961227989,107,0.0112605235062998,744,0.016485804427660164
Plastic,Remainder / Composite Plastic,IMPERIAL,697,0.0195533062863357,320,0.0336593115318444,1017,0.02252481426795701
Other Organic,Food,IMPERIAL,6271,0.175930226670864,2356,0.247713326035693,8628,0.1910517333622088
Other Organic,Leaves and Grass,IMPERIAL,2546,0.0714221246788811,284,0.0298758256509316,2830,0.06267016712465535
Other Organic,Prunings and Trimmings,IMPERIAL,2447,0.068645698272617,74,0.00776987682463602,2521,0.05582186996885077
Other Organic,Branches and Stumps,IMPERIAL,1015,0.0284769443790161,0,0.0,1015,0.022478118627737215
Other Organic,Manures,IMPERIAL,0,0.0,0,0.0,0,0.0
Other Organic,Textiles,IMPERIAL,1379,0.0386993666775999,709,0.0744969455238916,2088,0.04624032454718121
Other Organic,Carpet,IMPERIAL,699,0.0196193461612121,60,0.006261910364042079,759,0.016805528471904016
Other Organic,Remainder / Composite Organic,IMPERIAL,1713,0.0480495122955241,711,0.0747577651799157,2424,0.053675753406302026
Inerts and Other,Concrete,IMPERIAL,416,0.0116725478844126,36,0.00380054474914847,452,0.01001426690828485
Inerts and Other,Asphalt Paving,IMPERIAL,0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,IMPERIAL,322,0.00904195953516733,0,0.0,322,0.007137220775992301
Inerts and Other,Clean Dimensional Lumber,IMPERIAL,1007,0.0282623147856676,50,0.00520836277968044,1057,0.023405872355553144
Inerts and Other,Clean Engineered Wood,IMPERIAL,600,0.0168264097862289,13,0.00131834677248041,612,0.013559550585285924
Inerts and Other,Clean Pallets & Crates,IMPERIAL,142,0.003973399138399771,189,0.0199110136755632,331,0.0073307457422700515
Inerts and Other,Other Wood Waste,IMPERIAL,1640,0.0460132828201668,201,0.0211054469970467,1841,0.040766309515879916
Inerts and Other,Gypsum Board,IMPERIAL,86,0.00240495211008407,39,0.00414580933333641,125,0.0027716733074552745
Inerts and Other,"Rock, Soil and Fines",IMPERIAL,1076,0.0301857261414442,28,0.00294628003745275,1104,0.024447586242571987
Inerts and Other,Remainder / Composite Inerts and Other,IMPERIAL,350,0.00981077374518734,24,0.0025126578056591698,374,0.008273385279235185
Household Hazardous Waste (HHW),Paint,IMPERIAL,137,0.00383306440428731,0,4.0077500773254e-06,137,0.003026452453417101
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,IMPERIAL,1,3.30199374382252e-05,0,0.0,1,2.606410508579053e-05
Household Hazardous Waste (HHW),Used Oil,IMPERIAL,4,0.00010731479667423199,0,0.0,4,8.470834152881928e-05
Household Hazardous Waste (HHW),Batteries,IMPERIAL,8,0.000225636239161206,3,0.00036110161962440697,11,0.00025417277039551387
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,IMPERIAL,96,0.00269662822412172,4,0.00045538993466306504,100,0.002224498989095229
Special Waste,Ash,IMPERIAL,6,0.000181609655910239,9,0.000931303337992967,15,0.0003395367742763119
Special Waste,Treated Medical Waste,IMPERIAL,0,0.0,70,0.0073855680185596,70,0.0015558107298268994
Special Waste,Bulky Items,IMPERIAL,1182,0.0331602721723377,268,0.0281400658522521,1450,0.03210273795978877
Special Waste,Tires,IMPERIAL,0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,IMPERIAL,15,0.000434762509603299,2,0.00020231600461172,17,0.00038579636838465903
Mixed Residue,Mixed Residue,IMPERIAL,1546,0.0433634328407493,328,0.0344700708823858,1874,0.04148999698256126
Paper,Uncoated Corrugated Cardboard,PLUMAS,79,0.0205731672386676,41,0.0356791218393351,120,0.024086448810678642
Paper,Paper Bags,PLUMAS,14,0.0037190066107415,6,0.00527466562364938,20,0.0040808154660481755
Paper,Newspaper,PLUMAS,27,0.00709212559665615,54,0.0464310841690457,81,0.016241420816196582
Paper,White Ledger Paper,PLUMAS,8,0.0021725173129619802,6,0.0052869012166633,14,0.00289684807300267
Paper,Other Office Paper,PLUMAS,15,0.0039791369732145795,7,0.0058879491862709995,22,0.004423080765569444
Paper,Magazines and Catalogs,PLUMAS,40,0.0103880630464524,9,0.007478042212656609,49,0.009711262219241444
Paper,Phone Books and Directories,PLUMAS,8,0.00208390147519643,0,0.000306365386920027,8,0.0016704893507981395
Paper,Other Miscellaneous Paper - Compostable,PLUMAS,9,0.00240977907214072,3,0.00295972626349685,13,0.002537683556434969
Paper,Other Miscellaneous Paper - Other,PLUMAS,165,0.0430472871261769,55,0.0471909615637325,220,0.044011006098378366
Paper,Remainder / Composite Paper - Compostable,PLUMAS,348,0.0907854965031047,79,0.0676951863054057,427,0.08541524593277597
Paper,Remainder / Composite Paper - Other,PLUMAS,36,0.00937326877526624,13,0.0109194056132361,49,0.009732863001797735
Glass,Clear Glass Bottles and Containers,PLUMAS,57,0.0147765480186356,19,0.0164193762236836,76,0.01515863033063461
Glass,Green Glass Bottles and Containers,PLUMAS,42,0.0109054651959868,2,0.00148785037811019,44,0.008715154588904612
Glass,Brown Glass Bottles and Containers,PLUMAS,25,0.0064632390060619,8,0.00682128720880721,33,0.0065465124029342285
Glass,Other Glass Colored Bottles and Containers,PLUMAS,4,0.0010548143269512801,1,0.000619255891282891,5,0.000953513914893899
Glass,Flat Glass,PLUMAS,1,0.00036875622812117796,1,0.000579854656700671,2,0.000417852643317345
Glass,Remainder / Composite Glass,PLUMAS,23,0.00602587696805771,5,0.00398097723909204,28,0.005550282493937682
Metal,Tin/Steel Cans,PLUMAS,48,0.0125434289069437,11,0.00929533537355549,59,0.01178800050425826
