SWIS Number,Site Name,Activity,Waste Type,Site Is Archived,Site Operational Status,Site Regulatory Status,Site Type,Latitude,Longitude,Point of Contact,Activity Is Archived,Activity Operational Status,Activity Regulatory Status,Activity Category,Activity Classification
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Asbestos,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,"Asbestos, friable",No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Ash,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Tires,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
45-AA-0020,"Anderson Landfill, Inc.",Solid Waste Landfill,Wood waste,No,Active,Permitted,Disposal Only,40.41639,-122.36,Kelsey Orr,No,Active,Permitted,Disposal,Solid Waste Facility
46-AA-0001,Loyalton Landfill,Solid Waste Landfill,Ash,No,Closing,Permitted,Disposal Only,39.67,-120.22,Rachel Beck,No,Closing,Permitted,Disposal,Solid Waste Facility
46-AA-0001,Loyalton Landfill,Solid Waste Landfill,Construction/demolition,No,Closing,Permitted,Disposal Only,39.67,-120.22,Rachel Beck,No,Closing,Permitted,Disposal,Solid Waste Facility
46-AA-0001,Loyalton Landfill,Solid Waste Landfill,Inert,No,Closing,Permitted,Disposal Only,39.67,-120.22,Rachel Beck,No,Closing,Permitted,Disposal,Solid Waste Facility
46-AA-0001,Loyalton Landfill,Solid Waste Landfill,Mixed municipal,No,Closing,Permitted,Disposal Only,39.67,-120.22,Rachel Beck,No,Closing,Permitted,Disposal,Solid Waste Facility
46-AA-0001,Loyalton Landfill,Solid Waste Landfill,Tires,No,Closing,Permitted,Disposal Only,39.67,-120.22,Rachel Beck,No,Closing,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Agricultural,No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Industrial,No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Sludge (BioSolids),No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0039,Newberry Springs Disposal Site,Solid Waste Landfill,Wood waste,No,Closed,Permitted,Disposal Only,34.81,-116.645,"Frank Davies, Jr.",No,Closed,Permitted,Disposal,Solid Waste Facility
37-AA-0009,Otay Sanitary Landfill,Solid Waste Landfill,Agricultural,Yes,Absorbed,Permitted,Disposal Only,32.60333,-117.01667,Cody Oquendo,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
37-AA-0009,Otay Sanitary Landfill,Solid Waste Landfill,Construction/demolition,Yes,Absorbed,Permitted,Disposal Only,32.60333,-117.01667,Cody Oquendo,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
37-AA-0009,Otay Sanitary Landfill,Solid Waste Landfill,Mixed municipal,Yes,Absorbed,Permitted,Disposal Only,32.60333,-117.01667,Cody Oquendo,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
37-AA-0009,Otay Sanitary Landfill,Solid Waste Landfill,Sludge (BioSolids),Yes,Absorbed,Permitted,Disposal Only,32.60333,-117.01667,Cody Oquendo,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
37-AA-0009,Otay Sanitary Landfill,Solid Waste Landfill,Tires,Yes,Absorbed,Permitted,Disposal Only,32.60333,-117.01667,Cody Oquendo,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
37-AA-0009,Otay Sanitary Landfill,Solid Waste Landfill,Wood waste,Yes,Absorbed,Permitted,Disposal Only,32.60333,-117.01667,Cody Oquendo,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Asbestos,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Contaminated soil,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,"Tires, Shreds",No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Wood waste,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
37-AA-0023,Sycamore Landfill,Solid Waste Landfill,Other designated,No,Active,Permitted,Both Disposal and Non-Disposal,32.86232,-117.02538,Cody Oquendo,No,Active,Permitted,Disposal,Solid Waste Facility
33-AA-0231,Philadelphia Recycling Mine,Solid Waste Landfill,Construction/demolition,No,Active,Notification,Disposal Only,34.03347,-117.54655,Theodore Tasiopoulos,No,Absorbed,Pre-regulations,Disposal,Solid Waste Facility
32-AA-0007,City Of Portola Landfill,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,39.95306,-121.03389,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Industrial,No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Inert,No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
36-AA-0067,USMC - 29 Palms Disposal Facility,Solid Waste Landfill,"Tires, Shreds",No,Active,Permitted,Both Disposal and Non-Disposal,34.24833,-116.06417,Megan Emslander,No,Active,Permitted,Disposal,Solid Waste Facility
27-AA-0003,Lewis Road Sanitary Landfill,Solid Waste Landfill,Industrial,No,Closed,Permitted,Disposal Only,36.88083,-121.69944,Alfred Worcester,No,Closed,Permitted,Disposal,Solid Waste Facility
27-AA-0003,Lewis Road Sanitary Landfill,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,36.88083,-121.69944,Alfred Worcester,No,Closed,Permitted,Disposal,Solid Waste Facility
27-AA-0003,Lewis Road Sanitary Landfill,Solid Waste Landfill,Agricultural,No,Closed,Permitted,Disposal Only,36.88083,-121.69944,Alfred Worcester,No,Closed,Permitted,Disposal,Solid Waste Facility
27-AA-0003,Lewis Road Sanitary Landfill,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,36.88083,-121.69944,Alfred Worcester,No,Closed,Permitted,Disposal,Solid Waste Facility
27-AA-0005,Johnson Canyon Sanitary Landfill,Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,36.53167,-121.40667,Eric Kiruja,No,Active,Permitted,Disposal,Solid Waste Facility
27-AA-0005,Johnson Canyon Sanitary Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,36.53167,-121.40667,Eric Kiruja,No,Active,Permitted,Disposal,Solid Waste Facility
27-AA-0005,Johnson Canyon Sanitary Landfill,Solid Waste Landfill,Tires,No,Active,Permitted,Both Disposal and Non-Disposal,36.53167,-121.40667,Eric Kiruja,No,Active,Permitted,Disposal,Solid Waste Facility
27-AA-0005,Johnson Canyon Sanitary Landfill,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,36.53167,-121.40667,Eric Kiruja,No,Active,Permitted,Disposal,Solid Waste Facility
53-AA-0013,Weaverville Solid Waste Landfill,Solid Waste Landfill,Asphalt Shingles,No,Closed,Permitted,Both Disposal and Non-Disposal,40.74389,-122.925,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
53-AA-0013,Weaverville Solid Waste Landfill,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Both Disposal and Non-Disposal,40.74389,-122.925,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
53-AA-0013,Weaverville Solid Waste Landfill,Solid Waste Landfill,Inert,No,Closed,Permitted,Both Disposal and Non-Disposal,40.74389,-122.925,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
53-AA-0013,Weaverville Solid Waste Landfill,Solid Waste Landfill,Metals,No,Closed,Permitted,Both Disposal and Non-Disposal,40.74389,-122.925,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Agricultural,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Asphalt Shingles,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Construction/demolition,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Green Materials,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Industrial,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Mixed municipal,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
54-AA-0008,Woodville Disposal Site,Solid Waste Landfill,Tires,No,Inactive,Permitted,Disposal Only,36.15056,-119.23139,Joy Isaacson,No,Inactive,Permitted,Disposal,Solid Waste Facility
57-AA-0001,Yolo County Central Landfill,Solid Waste Landfill,Tires,No,Active,Permitted,Both Disposal and Non-Disposal,38.59641,-121.6824,Alyssa Williams,No,Active,Permitted,Disposal,Solid Waste Facility
57-AA-0001,Yolo County Central Landfill,Solid Waste Landfill,Sludge (BioSolids),No,Active,Permitted,Both Disposal and Non-Disposal,38.59641,-121.6824,Alyssa Williams,No,Active,Permitted,Disposal,Solid Waste Facility
57-AA-0001,Yolo County Central Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,38.59641,-121.6824,Alyssa Williams,No,Active,Permitted,Disposal,Solid Waste Facility
57-AA-0001,Yolo County Central Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,38.59641,-121.6824,Alyssa Williams,No,Active,Permitted,Disposal,Solid Waste Facility
57-AA-0001,Yolo County Central Landfill,Solid Waste Landfill,Agricultural,No,Active,Permitted,Both Disposal and Non-Disposal,38.59641,-121.6824,Alyssa Williams,No,Active,Permitted,Disposal,Solid Waste Facility
58-AA-0007,Speckertt (Linda Sand & Gravel) Disposal,Solid Waste Landfill,Construction/demolition,Yes,Active,Migration NULL,Disposal Only,39.13375,-121.57149,Margaret Comotto,Yes,Active,Exempt,Disposal,Solid Waste Facility
58-AA-0007,Speckertt (Linda Sand & Gravel) Disposal,Solid Waste Landfill,Industrial,Yes,Active,Migration NULL,Disposal Only,39.13375,-121.57149,Margaret Comotto,Yes,Active,Exempt,Disposal,Solid Waste Facility
43-AM-0001,City of Palo Alto Refuse Disposal Site,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Both Disposal and Non-Disposal,37.44932,-122.1074,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
43-AM-0001,City of Palo Alto Refuse Disposal Site,Solid Waste Landfill,Industrial,No,Closed,Permitted,Both Disposal and Non-Disposal,37.44932,-122.1074,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
43-AM-0001,City of Palo Alto Refuse Disposal Site,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Both Disposal and Non-Disposal,37.44932,-122.1074,Janelle Heinzler,No,Closed,Permitted,Disposal,Solid Waste Facility
43-AN-0007,Zanker Road Resource Recovery Operation,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Non-Disposal Only,37.43325,-121.95713,Eric Kiruja,No,Closing,Permitted,Disposal,Solid Waste Facility
43-AN-0007,Zanker Road Resource Recovery Operation,Solid Waste Landfill,Green Materials,No,Active,Permitted,Non-Disposal Only,37.43325,-121.95713,Eric Kiruja,No,Closing,Permitted,Disposal,Solid Waste Facility
43-AN-0007,Zanker Road Resource Recovery Operation,Solid Waste Landfill,Industrial,No,Active,Permitted,Non-Disposal Only,37.43325,-121.95713,Eric Kiruja,No,Closing,Permitted,Disposal,Solid Waste Facility
43-AN-0007,Zanker Road Resource Recovery Operation,Solid Waste Landfill,Tires,No,Active,Permitted,Non-Disposal Only,37.43325,-121.95713,Eric Kiruja,No,Closing,Permitted,Disposal,Solid Waste Facility
15-AA-0337,Lokern Farms,Solid Waste Landfill,Green Materials,Yes,Clean Closed,Unpermitted,Disposal Only,35.3981,-119.718,Angela Gomez,Yes,Clean Closed,Unpermitted,Disposal,Solid Waste Facility
07-AA-0005,US Steel-Posco Industries-Pittsburg DS,Solid Waste Landfill,Industrial,Yes,Closed,Unpermitted,Disposal Only,38.023,-121.8557,Sabra Ambrose,Yes,Closed,Unpermitted,Disposal,Solid Waste Facility
07-AA-0005,US Steel-Posco Industries-Pittsburg DS,Solid Waste Landfill,Inert,Yes,Closed,Unpermitted,Disposal Only,38.023,-121.8557,Sabra Ambrose,Yes,Closed,Unpermitted,Disposal,Solid Waste Facility
07-AC-0042,USS-Posco Industries Waste Mgmt Unit II,Solid Waste Landfill,Contaminated soil,No,Active,Exempt,Disposal Only,38.02633,-121.86496,Harprit Mattu,No,Active,Exempt,Disposal,Solid Waste Facility
07-AC-0042,USS-Posco Industries Waste Mgmt Unit II,Solid Waste Landfill,Inert,No,Active,Exempt,Disposal Only,38.02633,-121.86496,Harprit Mattu,No,Active,Exempt,Disposal,Solid Waste Facility
10-AA-0006,Coalinga Disposal Site,Solid Waste Landfill,Agricultural,No,Closed,Permitted,Disposal Only,36.10972,-120.35918,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0006,Coalinga Disposal Site,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,36.10972,-120.35918,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0006,Coalinga Disposal Site,Solid Waste Landfill,Dead Animals,No,Closed,Permitted,Disposal Only,36.10972,-120.35918,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0006,Coalinga Disposal Site,Solid Waste Landfill,Industrial,No,Closed,Permitted,Disposal Only,36.10972,-120.35918,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0006,Coalinga Disposal Site,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,36.10972,-120.35918,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0006,Coalinga Disposal Site,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,36.10972,-120.35918,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0013,Orange Avenue Disposal Inc,Solid Waste Landfill,Asbestos,No,Closed,Permitted,Disposal Only,36.68694,-119.761,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0013,Orange Avenue Disposal Inc,Solid Waste Landfill,Construction/demolition,No,Closed,Permitted,Disposal Only,36.68694,-119.761,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0013,Orange Avenue Disposal Inc,Solid Waste Landfill,Industrial,No,Closed,Permitted,Disposal Only,36.68694,-119.761,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0013,Orange Avenue Disposal Inc,Solid Waste Landfill,Mixed municipal,No,Closed,Permitted,Disposal Only,36.68694,-119.761,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0013,Orange Avenue Disposal Inc,Solid Waste Landfill,Tires,No,Closed,Permitted,Disposal Only,36.68694,-119.761,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
10-AA-0013,Orange Avenue Disposal Inc,Solid Waste Landfill,Wood waste,No,Closed,Permitted,Disposal Only,36.68694,-119.761,Bill Hereth,No,Closed,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Ash,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Green Materials,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Industrial,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Inert,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Metals,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0061,Taft Recycling & Sanitary Landfill,Solid Waste Landfill,Tires,No,Active,Permitted,Both Disposal and Non-Disposal,35.20377,-119.45314,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0040,Burbank Landfill Site No. 3,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,34.21018,-118.31192,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0040,Burbank Landfill Site No. 3,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,34.21018,-118.31192,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0040,Burbank Landfill Site No. 3,Solid Waste Landfill,Industrial,No,Active,Permitted,Disposal Only,34.21018,-118.31192,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0040,Burbank Landfill Site No. 3,Solid Waste Landfill,Inert,No,Active,Permitted,Disposal Only,34.21018,-118.31192,Nai Teurn,No,Active,Permitted,Disposal,Solid Waste Facility
19-AA-0009,Antelope Valley Public Landfill I,Solid Waste Landfill,Construction/demolition,Yes,Absorbed,Permitted,Disposal Only,34.57033,-118.15049,Nai Teurn,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
19-AA-0009,Antelope Valley Public Landfill I,Solid Waste Landfill,Inert,Yes,Absorbed,Permitted,Disposal Only,34.57033,-118.15049,Nai Teurn,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
19-AA-0009,Antelope Valley Public Landfill I,Solid Waste Landfill,Industrial,Yes,Absorbed,Permitted,Disposal Only,34.57033,-118.15049,Nai Teurn,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
19-AA-0009,Antelope Valley Public Landfill I,Solid Waste Landfill,Mixed municipal,Yes,Absorbed,Permitted,Disposal Only,34.57033,-118.15049,Nai Teurn,Yes,Absorbed,Permitted,Disposal,Solid Waste Facility
13-AA-0026,Mesquite Regional Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,33.05694,-114.99444,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0007,Tecopa Landfill,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Disposal Only,35.85071,-116.18246,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0007,Tecopa Landfill,Solid Waste Landfill,Green Materials,No,Active,Permitted,Disposal Only,35.85071,-116.18246,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
14-AA-0007,Tecopa Landfill,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Disposal Only,35.85071,-116.18246,Margaret Comotto,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0273,Bakersfield Metropolitan (Bena) SLF,Solid Waste Landfill,Construction/demolition,No,Active,Permitted,Both Disposal and Non-Disposal,35.34467,-118.7595,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0273,Bakersfield Metropolitan (Bena) SLF,Solid Waste Landfill,Dead Animals,No,Active,Permitted,Both Disposal and Non-Disposal,35.34467,-118.7595,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0273,Bakersfield Metropolitan (Bena) SLF,Solid Waste Landfill,Industrial,No,Active,Permitted,Both Disposal and Non-Disposal,35.34467,-118.7595,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
15-AA-0273,Bakersfield Metropolitan (Bena) SLF,Solid Waste Landfill,Mixed municipal,No,Active,Permitted,Both Disposal and Non-Disposal,35.34467,-118.7595,Christine Karl,No,Active,Permitted,Disposal,Solid Waste Facility
16-AA-0013,Mustang Hill Landfill,Solid Waste Landfill,Mixed municipal,Yes,Planned,Surrendered,Disposal Only,35.99482,-119.99583,Harprit Mattu,Yes,Planned,Surrendered,Disposal,Solid Waste Facility
16-AA-0013,Mustang Hill Landfill,Solid Waste Landfill,Industrial,Yes,Planned,Surrendered,Disposal Only,35.99482,-119.99583,Harprit Mattu,Yes,Planned,Surrendered,Disposal,Solid Waste Facility
16-AA-0013,Mustang Hill Landfill,Solid Waste Landfill,Sludge (BioSolids),Yes,Planned,Surrendered,Disposal Only,35.99482,-119.99583,Harprit Mattu,Yes,Planned,Surrendered,Disposal,Solid Waste Facility
13-AA-0010,Hot Spa Solid Waste Site,Solid Waste Landfill,Mixed municipal,No,Inactive,Permitted,Disposal Only,33.41528,-115.67611,Gina Weber,No,Inactive,Permitted,Disposal,Solid Waste Facility
13-AA-0010,Hot Spa Solid Waste Site,Solid Waste Landfill,Construction/demolition,No,Inactive,Permitted,Disposal Only,33.41528,-115.67611,Gina Weber,No,Inactive,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Agricultural,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Asbestos,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
13-AA-0011,Salton City Solid Waste Site,Solid Waste Landfill,Ash,No,Active,Permitted,Disposal Only,33.22944,-115.98611,Gina Weber,No,Active,Permitted,Disposal,Solid Waste Facility
