SWIS Number,Site Name,Site Operational Status,Site Type,Site Regulatory Status,Latitude,Longitude,Is Archived,Operator,Started On,Contact Name,Contact First Name,Contact Last Name,Contact Title,Contact Email,Contact Phone,Street Address,OperatorCity,OperatorState,OperatorZip,County
33-AA-0260,Road Runner Ranch,Abandoned,Disposal Only,Unpermitted,33.56667,-116.06667,Yes,Road Runner Ranch                       ,4/9/1996,Bobby Colvin,Bobby,Colvin,Owner,,,71-125 South Licoln,Mecca,CA,,Riverside
19-AA-0024,Irwindale (Conrock) D.S.,Closed,Disposal Only,Unpermitted,34.09972,-117.95,No,Conrock Co.                             ,4/9/1996,John Bennett,John,Bennett,,,,3200 San Fernando Rd,Los Angeles,CA,90051,Los Angeles
19-AK-5021,54th St And Paramount Blvd. D.S.,Closed,Disposal Only,TBD (Pending Investigation) ,33.76667,-118.18333,Yes,"Motley,r., E. Schrader, J. Kraus        ",4/11/1996,Robert Motley,Robert,Motley,Land Owner,,,5550 N Paramount Blvd,Long Beach,CA,90805,Los Angeles
37-AT-0001,Campo Landfill,To be Determined,Disposal Only,Proposed,32.6,-116.46667,Yes,Campo Band Of Mission Indians Muht-Hei I,4/11/1996, ,,,,,,PO Box 510,Campo,CA,91906,San Diego
13-AA-0081,Railroad St                             ,Clean Closed,Disposal Only,Unpermitted,32.73333,-114.63333,Yes,"Belton, Calvin And Eugenia              ",4/16/1996,Calvin Belton,Calvin,Belton,Property Owner,,,516 2nd St.,Winterhaven,CA,92283,Imperial
14-AA-0030,Ryan Mine/ US Borax,Clean Closed,Disposal Only,Unpermitted,36.31667,-116.66667,Yes,US Borax-Los Angeles,4/17/1996,Gerald M Pepper,Gerald M,Pepper,Mgr Environmental Affairs,,(213) 251-5400,33075 Wilshire Blvd,Los Angeles,CA,90010-1294,Inyo
36-AA-0366,TCI Thermal Combustion Innovators Med Ws,To be Determined,Non-Disposal Only,Not Currently Regulated,34.06667,-117.31667,Yes,Thermal Combustion Innovators (Tci)     ,4/19/1996, ,,,,,,241 Laurel St,Colton,CA,,San Bernardino
41-AA-0175,"S.Bayside Sys Auth. Muzzi Pr, Pidgeon Pt",Planned,Disposal Only,Proposed,37.25,-122.36667,Yes,South Bayside System Authority          ,5/2/1996,James Bewley,James,Bewley,Manager,,,1400 Radio Rd,Redwood City,CA,94065,San Mateo
28-AA-0031,Napa Co Solid Waste Transfer Station    ,Planned,Non-Disposal Only,Proposed,38.3,-122.28333,Yes,County Of Napa                          ,5/8/1996, ,,,,,,,Napa,CA,,Napa
15-AA-0325,Morton Recycling Inc.,Closed,Disposal Only,Unpermitted,35.06667,-119.4,No,Morton Recycling Inc                    ,5/8/1996,Bob Morton,Bob,Morton,Owner,,(805) 769-8733,PO Box 725,Taft,CA,93268,Kern
47-CR-0016,Hilt Town Dump                          ,Closed,Disposal Only,Pre-regulation,41.98833,-122.62333,No,Fruit Growers Supply Company            ,5/15/1996, ,,,,,(916) 475-3453,PO Box 7888,Van Nuys,CA,91409,Siskiyou
19-AR-1020,Angelus Western Paper TS,Closed,Non-Disposal Only,Unpermitted,34.05,-118.25,Yes,Angelus Western Paper Stock Inc         ,5/15/1996, ,,,,,,2474 Porter St,Los Angeles,CA,90021,Los Angeles
19-AR-1169,Adavari Transfer Station                ,To be Determined,Non-Disposal Only,Revoked,33.76667,-118.25,Yes,Adivari Cartage                         ,5/22/1996,Tony Adivari,Tony,Adivari,Owner/Operator,,(213) 830-7190,1733 E Robidoux St,Wilmington,CA,90744,Los Angeles
07-CR-0020,Chevron USA Landfarm,To be Determined,Disposal Only,Not Currently Regulated,38.01667,-122.13333,Yes,Chevron USA-San Francisco,5/30/1996, ,,,,,(415) 894-7700,225 Bush St,San Francisco,CA,,Contra Costa
07-CR-0002,Chevron LF 15/Pollard Pond,To be Determined,Disposal Only,Not Currently Regulated,37.93333,-122.35,Yes,Chevron USA-San Francisco,5/30/1996, ,,,,,(415) 894-7700,225 Bush St,San Francisco,CA,,Contra Costa
10-CR-0055,Chemical Waste Management - Coalinga,Closed,Disposal Only,TBD (Pending Investigation) ,36.13333,-120.36667,Yes,Chemical Waste Management-Bakersfield   ,6/28/1996, ,,,,,(805) 393-1312,Po Box 5955,Bakersfield,CA,93388,Fresno
13-AA-0014,Niland Marina Site,Closed,Disposal Only,Unpermitted,33.24805,-115.47305,Yes,County Of Imperial Parks & Rec-State St ,8/5/1996,Randy Rister,Randy,Rister,Director,,(619) 339-4384,1002 W State St,El Centro,CA,92243,Imperial
28-AA-0033,Yount Mill Composting,Active,Non-Disposal Only,Notification,38.43893,-122.39766,No,Yount Mill Composting                   ,8/21/1996,Andrew Hoxsey,Andrew,Hoxsey,Operator,,(707) 944-0857,P.O. Box 434,Oakville,CA,94562,Napa
37-AA-0924,Navsta Green Material Composting Fac.,Closed,Non-Disposal Only,Notification,32.71667,-117.15,Yes,US Dept Of Navy-San Diego Nas,9/4/1996,Timonie Hood,Timonie,Hood,Recycling Program Manager,,,3395 Sturtevant St Ste 6,San Diego,CA,92136-5071,San Diego
07-AA-0051,Knoll Organic Farms,Closed,Non-Disposal Only,Notification,37.91013,-121.6405,Yes,Rick & Kristie Knoll                    ,9/5/1996,Rick Knoll,Rick,Knoll,Owner,,(510) 634-5959,12510 Byron Hwy,Brentwood,CA,94513,Contra Costa
19-AA-5321,Torrance Municipal Dump,Closed,Disposal Only,Unpermitted,33.83333,-118.33333,No,City Of Torrance                        ,10/9/1996,Frank Yancey,Frank,Yancey,,,(310) 618-5990,3031 Torrance Blvd.,Torrance,CA,,Los Angeles
19-AA-5231,Plaza Del Amo Landfill,Closed,Disposal Only,Pre-regulation,33.82278,-118.31111,No,City Of Torrance                        ,2/11/1998,Frank Yancey,Frank,Yancey,,,(310) 618-5990,3031 Torrance Blvd.,Torrance,CA,,Los Angeles
19-AA-5232,"Torrance Sump, 233rd St",Closed,Disposal Only,Unpermitted,33.8149,-118.3192,No,City Of Torrance                        ,10/9/1996,Frank Yancey,Frank,Yancey,,,(310) 618-5990,3031 Torrance Blvd.,Torrance,CA,,Los Angeles
12-AA-0102,North Coast Quality Compost             ,Closed,Non-Disposal Only,Notification,40.86667,-124.06667,Yes,Northcoast Quality Compost              ,11/4/1996,Bradley Rother,Bradley,Rother,,,(707) 668-5162,PO Box 8,Arcata,CA,95518,Humboldt
27-AA-0080,Mrwmd Materials Recovery Facility,Absorbed,Non-Disposal Only,Surrendered,36.714,-121.77222,Yes,Monterey Regional Waste Mangt District,12/17/1996,Rick Shedden,Rick,Shedden,Manager,,(831) 384-5313,PO Box 1670,Marina,CA,93933-1670,Monterey
27-AA-0088,Monterey Reg Waste Mgmt Compost/Recyclin,Planned,Non-Disposal Only,Proposed,36.71528,-121.77222,Yes,Monterey Regional Waste Mangt District,1/2/1997,Rick Shedden,Rick,Shedden,Manager,,(831) 384-5313,PO Box 1670,Marina,CA,93933-1670,Monterey
19-AA-1037,Rancho Las Virgenes Composting Facility,Active,Non-Disposal Only,Notification,34.10548,-118.71217,No,Las Virgenes Municipal Water District   ,12/23/1996,James E. Colbaugh,James E.,Colbaugh,,,(818) 880-4110,4232 Las Virgenes Rd,Calabasas,CA,91302,Los Angeles
37-AA-0932,Escondido Disposal-North Ave Limited T.S,Closed,Non-Disposal Only,Notification,33.11667,-117.08333,Yes,Escondido Disposal-North Ave Limited T.S,1/15/1997,John Mcdermott,John,Mcdermott,General Manager,,(619) 745-3203,1044 W Washington Ave,Escondido,CA,92025,San Diego
41-AA-0018,Pescadero Transfer Station,Active,Non-Disposal Only,Notification,37.24065,-122.40141,No,"Browning-Ferris Industries, San Carlos  ",1/21/1997,Lino Valbusa,Lino,Valbusa,Vice-President,,(650) 592-2411,PO Box 1068,San Carlos,CA,94070,San Mateo
34-CR-5001,Cannon,Closed,Disposal Only,Pre-regulation,38.58333,-121.46667,No,City Of Sacramento Waste Management     ,2/21/1997,Violet Jakab,Violet,Jakab,Pe,,(916) 264-7181,921 10th St Ste 500,Sacramento,CA,95814,Sacramento
34-CR-5002,Bell Marine,Closed,Disposal Only,Pre-regulation,38.58333,-121.46667,No,City Of Sacramento Waste Management     ,2/21/1997,Violet Jakab,Violet,Jakab,Pe,,(916) 264-7181,921 10th St Ste 500,Sacramento,CA,95814,Sacramento
34-CR-5004,Lennane,Closed,Disposal Only,Pre-regulation,38.58333,-121.48333,Yes,City Of Sacramento Waste Management     ,2/21/1997,Violet Jakab,Violet,Jakab,Pe,,(916) 264-7181,921 10th St Ste 500,Sacramento,CA,95814,Sacramento
34-CR-5005,Scollan,Closed,Disposal Only,Pre-regulation,38.58333,-121.46667,No,City Of Sacramento Waste Management     ,2/21/1997,Violet Jakab,Violet,Jakab,Pe,,(916) 264-7181,921 10th St Ste 500,Sacramento,CA,95814,Sacramento
27-AA-0087,Carl Witt Organic Fertilizer,Closed,Non-Disposal Only,Surrendered,36.71528,-121.77222,Yes,Carl Witt's Organic Fertilizer          ,4/9/1997,Carl Witt,Carl,Witt,President,,(831) 724-0061,529 Pini Rd,Royal Oaks,CA,95076,Monterey
52-AA-0026,Corning Disposal Sw Transfer/Recycling,Planned,Non-Disposal Only,Proposed,39.93333,-122.18333,Yes,Corning Disposal                        ,4/21/1997,James Salyers,James,Salyers,Vice President,,(916) 824-4700,3281 Highway 99,Corniing,CA,96021,Tehama
48-AA-0085,Travis Air Force Base Composting Fac.,Closed,Non-Disposal Only,Notification,38.25974,-121.95758,Yes,Solano Recycles                         ,5/22/1997,Terry Bentley,Terry,Bentley,,,(707) 439-2824,2901 Industrial Ct,Fairfield,CA,94533,Solano
48-AA-0086,Solano Recycles,Planned,Non-Disposal Only,Unpermitted,38.25,-122.03333,Yes,Solano Recycles                         ,8/8/1997,Terry Bentley,Terry,Bentley,,,(707) 439-2824,2901 Industrial Ct,Fairfield,CA,94533,Solano
34-AA-0185,Super Pallet Recycling,Closed,Non-Disposal Only,Notification,38.37944,-121.35472,Yes,Super Pallet Recycling Corporation,6/13/1997,Gyan Kalwani,Gyan,Kalwani,,,(916) 686-1700,Kenneth Holder 10401 Grantline Road,Elk Grove,CA,95658,Sacramento
39-AA-0047,Super Pallet Recycling Corporation,Active,Non-Disposal Only,Excluded,37.9253,-121.27534,Yes,Super Pallet Recycling Corporation,5/19/2004,Gyan Kalwani,Gyan,Kalwani,,,(916) 686-1700,Kenneth Holder 10401 Grantline Road,Elk Grove,CA,95658,San Joaquin
19-AA-5645,US Navy San Clemente Island S.C.T.O.,Closed,Non-Disposal Only,Notification,34.05,-118.25,No,San Clemente Island Landfill            ,2/9/1998,A. V. Bernardo,A. V.,Bernardo,Environmental Director,,,PO Box 357040,San Diego,CA,92135-7040,Los Angeles
27-AA-0086,Guziks Good Humus,Active,Non-Disposal Only,Notification,36.52214,-121.41114,No,The Good Humus Man                      ,7/16/1997,John Guzik,John,Guzik,Manager,,(408) 484-2626,24505 Vereda Del Valle,Salinas,CA,93908,Monterey
19-AA-5067,Caltrans South Gate,Closed,Disposal Only,Pre-regulation,33.9498,-118.1722,No,State Of California                     ,1/28/1998, ,,,Owner,,(209) 665-5531,PO Box 1501,Chowchilla,CA,93610-1501,Los Angeles
44-AA-0002,City Of Watsonville Landfill,Active,Both Disposal and Non-Disposal,Permitted,36.914,-121.824,No,City Of Watsonville                     ,8/19/1997,David Koch,David,Koch,Public Works And Utilities Director,,(831) 728-6046,250 Main St,Watsonville,CA,95076,Santa Cruz
16-AA-0021,"CWMI, KHF (MSW Landfill B-19)",Active,Disposal Only,Permitted,35.96561,-120.01242,No,"Chemical Waste Management, Inc.",9/15/1997,Robert G. Henry,Robert G.,Henry,Division President/General Manager,,(559) 386-9711,P.O. Box 471,Kettleman City,CA,93239,Kings
16-AA-0023,Kettleman Hills - B18 Nonhaz Codisposal,Active,Disposal Only,Permitted,35.95619,-120.00855,No,"Chemical Waste Management, Inc.",9/14/2000,Robert G. Henry,Robert G.,Henry,Division President/General Manager,,(559) 386-9711,P.O. Box 471,Kettleman City,CA,93239,Kings
10-CR-0006,Chemical Waste Management-Coalinga,Closed,Disposal Only,TBD (Pending Investigation) ,36.13333,-120.36667,Yes,"Chemical Waste Management, Inc.",9/15/1997,Robert G. Henry,Robert G.,Henry,Division President/General Manager,,(559) 386-9711,P.O. Box 471,Kettleman City,CA,93239,Fresno
16-AA-0027,"Chemical Waste Management, Inc.Unit B-17",Active,Disposal Only,Permitted,35.95904,-120.01606,No,"Chemical Waste Management, Inc.",3/10/2006,Robert G. Henry,Robert G.,Henry,Division President/General Manager,,(559) 386-9711,P.O. Box 471,Kettleman City,CA,93239,Kings
16-AA-0024,"Chemical Waste Management Inc, Unit B16",Closed,Disposal Only,Permitted,35.96067,-120.00659,Yes,"Chemical Waste Management, Inc.",11/25/2003,Robert G. Henry,Robert G.,Henry,Division President/General Manager,,(559) 386-9711,P.O. Box 471,Kettleman City,CA,93239,Kings
56-AA-0136,Peach Hills Soil,Closed,Non-Disposal Only,Not Currently Regulated,34.28333,-118.88333,Yes,"Medrano, Robert                         ",9/17/1997,Robert Medrano,Robert,Medrano,,,(805) 529-6164,PO Box 158,Moorpark,CA,93020,Ventura
19-AR-5575,59th Street Recycle                     ,Abandoned,Non-Disposal Only,Notification,34.05,-118.25,No,CSH Environmental,11/3/1997,Columbus Henry,Columbus,Henry,,,(213) 234-9161,Po Box 95-2018,Los Angeles,CA,90051-0018,Los Angeles
52-CR-0012,Deer Valley Disposal Site,Closed,Disposal Only,Unpermitted,40.2,-122.3017,No,Grissom -Deer Vlly Tire Disp.           ,1/8/1998,Everett Grissom,Everett,Grissom,,,,19705 Deer Valley Rd,Red Bluff,CA,96080,Tehama
04-AC-0020,Chico Greenwaste Composting Facility,Active,Non-Disposal Only,Notification,39.78861,-121.84639,No,North Valley Disposal,1/16/1998,Dale Wangberg,Dale,Wangberg,,,(530) 893-8053,2569 Scott Ave,Chico,CA,95928,Butte
07-CR-0038,Shell Land Disposal,Closed,Disposal Only,TBD (Pending Investigation) ,38.01667,-122.13333,Yes,Shell Oil Company                       ,1/23/1998, ,,,,,(510) 313-3000,,Martinez,CA,,Contra Costa
10-CR-0067,Bretz Mill Solid Waste Disposal Site    ,Clean Closed,Disposal Only,TBD (Pending Investigation) ,37.03333,-119.51667,Yes,Bretz Development Corporation           ,1/23/1998, ,,,,,,PO Box 455,Coarsegold,CA,93614-0455,Fresno
48-AA-0009,California Medical Facility,Closed,Disposal Only,Unpermitted,38.32833,-121.97806,No,California Medical Facility             ,1/26/1998,Curtis Coloves,Curtis,Coloves,Admin,,(707) 448-6841,California Medical Facility,1600 California Dr. Vacavi,CA,95688,Solano
43-AA-0013,Ferguson Road Mushroom Compost Blending,Closed,Non-Disposal Only,Excluded,37,-121.56667,Yes,Howard Elam                             ,1/29/1998,Howard Elam,Howard,Elam,,,,786 Paloma Way,Gilroy,CA,95020,Santa Clara
56-CR-0008,Piedra Blanca 1958,Closed,Disposal Only,Unpermitted,34.5,-119.28333,Yes,US Navy,2/9/1998, ,,,,,,,,,,Ventura
56-CR-0055,Jnj 1982,Closed,Disposal Only,Unpermitted,34.20124,-119.24186,No,J.N.J. Sales And Service Inc.           ,2/11/1998, ,,,,,,,,,,Ventura
19-AJ-0002,Webb Cyn Debris D.S.,Closed,Disposal Only,Exempt,34.1,-117.71667,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0502,Shields Debris Disposal Area,Closed,Disposal Only,Not Currently Regulated,34.23333,-118.23333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0032,Dalton Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.13333,-117.86667,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0034,Lannan Debris Disposal Site,Closed,Disposal Only,Unpermitted,34.16667,-118.05,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0047,30th St. E. Decomposed Granite,Clean Closed,Disposal Only,Not Currently Regulated,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0503,Wildwood Debris Disposal Site,Closed,Disposal Only,Not Currently Regulated,34.38333,-118.53333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0031,Big Dalton Debris Disposal Area         ,Closed,Disposal Only,Unpermitted,34.13333,-117.86667,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0033,Dunsmuir Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.15,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AC-0008,Eaton Debris D.S.,Closed,Disposal Only,Exempt,34.15,-118.13333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0060,Eagle Debris Disposal Area              ,To be Determined,Disposal Only,Unpermitted,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0498,Lincoln Debris Disposal Area,Closed,Disposal Only,Not Currently Regulated,34.18333,-118.13333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0833,Zachau Debris D.S.                      ,To be Determined,Disposal Only,Exempt,34.25,-118.28333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0493,Burro Debris Disposal Site,Closed,Disposal Only,Not Currently Regulated,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0500,Santa Anita Debris Disposal Area,Closed,Disposal Only,Not Currently Regulated,34.13333,-118.03333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AC-0009,Hastings Debris Disposal Area           ,To be Determined,Disposal Only,Exempt,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0039,Spinks Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.15,-117.98333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0494,Cassara Disposal Site,Closed,Disposal Only,Not Currently Regulated,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0495,Iron Canyon Debris Disposal Area,Closed,Disposal Only,Not Currently Regulated,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0058,Big Tujunga Debris D.S.,Closed,Disposal Only,Unpermitted,34.28501,-118.29198,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0059,Browns Debris D.S.                      ,To be Determined,Disposal Only,Exempt,34.25,-118.6,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0496,Puddingstone Diversion Debris Disposal,Closed,Disposal Only,Not Currently Regulated,34.05,-118.25,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0497,Las Flores Debris Disposal Area,Closed,Disposal Only,Not Currently Regulated,34.18333,-118.13333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0036,May Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.28333,-118.43333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0038,Sawpit Debris Disposal Area             ,Closed,Disposal Only,Unpermitted,34.16556,-117.99361,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0303,Road Division #233 Transfer Station     ,Active,Non-Disposal Only,Notification,33.96333,-118.37641,No,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0492,Live Oak Debris Disposal Site,Closed,Disposal Only,Not Currently Regulated,34.1,-117.71667,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0499,West Ravine Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.18333,-118.13333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0501,Hay Debris Disposal Area,Closed,Disposal Only,Not Currently Regulated,34.21667,-118.21667,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0030,Baily Debris Disposal Site,Closed,Disposal Only,Unpermitted,34.16667,-118.05,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0037,San Dimas Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.1,-117.8,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0055,Quartz Hill Decomposed Granite Pit,Closed,Disposal Only,Unpermitted,34.64417,-118.20917,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0017,Sunset Lower Debris Disposal Area       ,Closed,Disposal Only,Unpermitted,34.18333,-118.3,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0029,Auburn Debris D.S.,Closed,Disposal Only,Unpermitted,34.16667,-118.05,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0018,Sunset Upper Debris Disposal Area,Closed,Disposal Only,Unpermitted,34.18333,-118.3,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0035,Maddock Debris Disposal Site,Closed,Disposal Only,Unpermitted,34.13333,-117.98333,Yes,Los Angeles Co. Flood Control District  ,3/31/1998,Mike Long,Mike,Long,Flood Maintenance Division,,(626) 445-4145,900 S Fremont Ave,Alhambra,CA,91803,Los Angeles
19-AA-0007,Ameron Landfill,Closed,Disposal Only,Permitted,33.94556,-118.1625,No,Ameron Pipe Products Group              ,5/29/1998, ,,,,,,,,,,Los Angeles
19-AA-5013,Martin Hallman,Clean Closed,Disposal Only,Pre-regulation,33.83333,-118.28333,Yes,Martin Halleman                         ,7/15/1998, ,,,,,,,,,,Los Angeles
19-AA-5095,H.M. Guenser,Closed,Disposal Only,Permitted,33.87,-118.31083,No,H.M Guenser                             ,8/4/1998, ,,,,,,,,,,Los Angeles
19-AA-5099,Hetzler Landfill,Closed,Disposal Only,Permitted,34.0167,-118.3877,No,Madeleine Hetzler                       ,8/4/1998, ,,,,,,,,,,Los Angeles
29-AA-0014,Alcalde Extention Illegal Disposal Site,Clean Closed,Disposal Only,Unpermitted,39.1924,-121.11751,Yes,US Dept Of Int Bur Of Land Mgmt-Folsom,8/6/1998, ,,,Landowner,,(916) -916,,,,,Nevada
19-AA-5174,Neely`s Mud Sump,Closed,Disposal Only,Not Currently Regulated,34.38333,-118.55,Yes,Neely's Waste Disposal And Dump Truck   ,8/6/1998, ,,,,,,,,,,Los Angeles
35-AA-0023,Costa Ranch,Closed,Non-Disposal Only,Notification,36.85,-121.4,Yes,Costa Ranch                             ,9/11/1998,Pat Herbert,Pat,Herbert,Operator,,(408) 637-5517,PO Box 7711,Spreckels,CA,93962,San Benito
37-AA-0944,"Vcch, Inc. Composting Operation         ",Closed,Non-Disposal Only,Notification,33.21667,-117.03333,Yes,"Vcch, Inc                               ",9/22/1998,Douglas White,Douglas,White,Vice President,,(760) 749-7255,PO Box 1167,Valley Center,CA,92082,San Diego
34-AA-0197,Blt Ent/Sacramento Recycling & Transfer,Planned,Non-Disposal Only,Proposed,38.52797,-121.39607,Yes,"BLT Enterprises Of Sacramento, LLC",11/10/1998,Shawn Guttersen,Shawn,Guttersen,Vice President Of Business Development,,(916) 379-0500,8491 Fruitridge Rd,Sacramento,CA,95826,Sacramento
34-AA-0204,Blt Transfer Station (North Sacramento),Planned,Non-Disposal Only,Proposed,38.665,-121.428,Yes,"BLT Enterprises Of Sacramento, LLC",9/25/2000,Shawn Guttersen,Shawn,Guttersen,Vice President Of Business Development,,(916) 379-0500,8491 Fruitridge Rd,Sacramento,CA,95826,Sacramento
