SWIS Number ,Site Name,Activity,Activity Is Archived,OperationalStatus,RegulatoryStatus,Category,Activity Classification,WDRNo,WDR Landfill Class,Cease Operation,Cease Operation Type,Inspection Frequency,Throughput,ThroughputUnits,RemainingCapacity,Remaining Capacity Date,Capacity,CapacityUnits,Total Acreage,DisposalAcreage,Permitted Elevation,Permitted Elevation Type,Permitted Depth,Permitted Depth Type,Point of Contact,Site Operational Status,Site Regulatory Status,Site Is Archived,IsClosedIllegalAbandoned,IsSiteInertDebrisEngineeredFill,IsFinancialAssurancesResponsible,Absorbed On,Absorbed By,ClosedIllegalAbandonedCategory,EPA Federal Registry ID,Latitude,Longitude,Site ZIP Code,County,ARB District,SWRCB Region,Local Government,Street Address,City,State,ZIP Code,Reporting Agency Legal Name,Reporting Agency Department,Enforcing Agency Legal Name,Enforcing Agency Department
12-AA-0093,Recology Eel River,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,100,Tons per day,,,456,Tons per day,6.7,,,,,,Eric Kiruja,Active,Permitted,No,No,No,No,,,,,40.58331,-124.15334,95540,Humboldt,North Coast Unified,North Coast,Fortuna,965 Riverwalk Dr,Fortuna,CA,95540,County of Humboldt,"Department of Health and Human Services,  Environmental Health Division",County of Humboldt,"Department of Health and Human Services,  Environmental Health Division"
12-CR-0021,Alderpoint Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,40.1752,-123.60239,95511,Humboldt,North Coast Unified,North Coast,Humboldt County (Unincorporated),18465 Alderpoint Rd 0.5 Mi E Of Alderpoi,Alderpoint,CA,95511,County of Humboldt,"Department of Health and Human Services,  Environmental Health Division",County of Humboldt,"Department of Health and Human Services,  Environmental Health Division"
12-CR-0023,Fruitland Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,7/1/1972,Actual,Annual,,,,,,,0,0,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,40.28278,-123.7925,95554,Humboldt,North Coast Unified,North Coast,Humboldt County (Unincorporated),Dyerville Loop Rd,Myers Flat,CA,95554,County of Humboldt,"Department of Health and Human Services,  Environmental Health Division",County of Humboldt,"Department of Health and Human Services,  Environmental Health Division"
12-CR-0048,Cummings Road Burn Ash Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,7/1/1969,Estimated,None,,,,,,,0,0,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,40.76288,-124.09043,95503,Humboldt,North Coast Unified,North Coast,Eureka,Just South Of 5775 Cummings Road,Eureka,CA,95503,County of Humboldt,"Department of Health and Human Services,  Environmental Health Division",County of Humboldt,"Department of Health and Human Services,  Environmental Health Division"
13-AA-0007,Palo Verde Solid Waste Site,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,III,10/1/2006,Estimated,Quarterly,5,Tons per day,32368,5/22/2005,516000,Cubic Yards,31.3,9.4,,,,,Alfred Worcester,Closed,Permitted,No,Yes,No,Yes,,,C3,1.10018E+11,33.39222,-114.75333,92266,Imperial,Imperial,Colorado River,Imperial County (Unincorporated),Hwy 78; 3 Miles West Of Palo Verde,Palo Verde,CA,92266,County of Imperial,"Public Health Department,  Environmental Health Services",County of Imperial,"Public Health Department,  Environmental Health Services"
13-AA-0009,Niland Solid Waste Site,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,8/1/2046,Estimated,Monthly,55,Tons per day,211439,6/30/2020,318673,Cubic Yards,100,13.9,84,MSL,15,BGL,Gina Weber,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,33.27111,-115.49167,92257,Imperial,Imperial,Colorado River,Imperial County (Unincorporated),8450 Cuff Road; 3 Miles NE Of Niland,Niland,CA,92257,County of Imperial,"Public Health Department,  Environmental Health Services",County of Imperial,"Public Health Department,  Environmental Health Services"
13-AA-0090,Palo Verde Transfer Station,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,60,Cubic Yards per Day,,,,,,,0,,,,Gina Weber,Active,Notification,No,No,No,No,,,,,33.39124,-114.75023,92283,Imperial,Imperial,Colorado River,Imperial County (Unincorporated),589 Stallard Rd,Palo Verde,CA,92283,County of Imperial,"Public Health Department,  Environmental Health Services",County of Imperial,"Public Health Department,  Environmental Health Services"
14-CR-0018,Inyo County Old Shoshone,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1971,Estimated,Annual,,,,,,,4,4,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.97024,-116.25849,92384,Inyo,Great Basin Unified,Lahontan,Inyo County (Unincorporated),"Charles Brown Hwy Mi 2, E/O Amargosa Riv",Shoshone,CA,92384,County of Inyo,Department of Envir. Health Services,County of Inyo,Department of Envir. Health Services
15-AA-0001,Buena Vista Hills Disposal Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,2/1/1980,Actual,Annual,,,,,,,0,0,,,,,Angela Gomez,Closed,Unpermitted,No,Yes,No,No,,,D,1.10014E+11,35.16455,-119.37943,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,~3.7 miles E to NE of Ford City,Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0045,Boron Sanitary Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,1/1/2048,Estimated,Monthly,200,Tons per day,191380,9/24/2019,1057000,Cubic Yards,120.2,14.1,2446,MSL,25,BGL,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,34.99028,-117.6475,93516,Kern,Kern,Lahontan,Kern County (Unincorporated),11400 Boron Avenue,Boron,CA,93516,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0048,China Grade Sanitary Landfill,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,II,1/1/1992,Actual,Quarterly,,,,,,,112,0,,,,,Peter Jan,Closed,Permitted,No,Yes,No,Yes,,,C2,,35.42499,-118.92934,93306,Kern,San Joaquin Valley Unified,Central Valley,Bakersfield,6500 Camino Grande Drive,Bakersfield,CA,93306,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0105,McKittrick Waste Treatment Site,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,II,12/31/2059,Estimated,Monthly,3500,Tons per day,769790,4/5/2012,5474900,Cubic Yards,51,90,1426,MSL,1279,MSL,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,35.2909,-119.63232,93251,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),56533 Highway 58,McKittrick,CA,93251,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0246,Pine Mountain Club Transfer Station,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,60,Cubic Yards per Day,,,8000,Cubic Yards,1,,,,,,Christine Karl,Active,Notification,No,No,No,No,,,,,34.85638,-119.16447,93222,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),"16143 Aleutian Drive, Pine Mountain Club",Frazier Park,CA,93222,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0250,Bear Valley CSD Transfer Station,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,99,Tons per day,,,15014,Tons per year,,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.15834,-118.64731,93561,Kern,Kern,Central Valley,Tehachapi,28999 Lower Valley Road,Tehachapi,CA,93561,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0302,Lebec Transfer Station,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,99,Tons per day,,,25540,Tons per year,5.6,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,34.82668,-118.88528,93243,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),300 Landfill Road,Lebec,CA,93243,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0305,McFarland-Delano Recycling/Transfer Stn,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,99,Tons per day,,,99,Tires per day,113.8,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.74622,-119.25887,93216,Kern,San Joaquin Valley Unified,Central Valley,Delano,11249 Stradley Ave.,Delano,CA,93216,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0019,McKittrick Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1971,Estimated,Annual,,,,,,,0,1,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.3,-119.6088,93251,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),"NW/4, SE/4, of Sec 21, T30S, R22E",McKittrick,CA,93251,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0021,North Of The River Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,6/30/1969,Actual,Quarterly,,,,,,,0,6.5,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.4733,-119.0726,93308,Kern,San Joaquin Valley Unified,Central Valley,Bakersfield,SE corner James Rd/Hwy 65,Bakersfield,CA,93308,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0023,Randsburg Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,3/1/1973,Actual,Quarterly,,,,,,,0,17,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.3785,-117.6585,93554,Kern,Kern,Lahontan,Kern County (Unincorporated),intersection of Goler Rd & Randsburg Rd,Randsburg,CA,93554,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0028,Shafter #2 Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1972,Estimated,Quarterly,,,,,,,0,5,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.46791,-119.20611,93263,Kern,San Joaquin Valley Unified,Central Valley,Shafter,Burbank Ave and Shafter Road,Shafter,CA,93263,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0030,Tehachapi #1 Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1973,Estimated,None,,,,,,,0,20,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.1087,-118.4347,93561,Kern,Kern,Central Valley,Tehachapi,Intersection Of  Dennison & Cheyenne,Tehachapi,CA,93561,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0062,Section 8 Central SWDS,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,12/31/1975,Estimated,Annual,,,,,,,0,2,,,,,Angela Gomez,Closed,Unpermitted,No,Yes,No,No,,,C3,,35.15538,-119.41594,93224,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),1.7 Mi E-Ne/O Ford City,Ford City,CA,93224,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0090,Columbian Chemicals Co. Disposal Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Angela Gomez,Closed,Unpermitted,No,Yes,No,No,,,C2,,35.00656,-118.1572,93501,Kern,Kern,Lahontan,Kern County (Unincorporated),12701 United Street,Mojave,CA,93501,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
16-AA-0004,Avenal Regional Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,5/31/2042,Estimated,Monthly,6000,Tons per day,30300000,9/30/2014,36300000,Cubic Yards,173,123.2,1300,MSL,,,Harprit Mattu,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,36.01195,-120.11535,93204,Kings,San Joaquin Valley Unified,Central Valley,Avenal,1200 Skyline Blvd,Avenal,CA,93204,County of Kings,County Health Department,County of Kings,County Health Department
16-CR-0009,Stratford Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1973,Estimated,Annual,,,,,,,0,0,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,36.20444,-119.81055,93266,Kings,San Joaquin Valley Unified,Central Valley,Kings County (Unincorporated),"Nw1/4 Of Sec 9, T20s, R20e, Mdb&M",Stratford,CA,93266,County of Kings,County Health Department,County of Kings,County Health Department
17-AA-0001,Eastlake Sanitary Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,12/31/2023,Estimated,Monthly,200,Tons per day,2859962,8/7/2001,6050000,Cubic Yards,80,31,1860,MSL,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,38.9531,-122.59969,95422,Lake,Lake,Central Valley,Clearlake,16015 Davis Ave,Clearlake,CA,95422,County of Lake,Environmental Health Division,County of Lake,Environmental Health Division
18-AA-0009,Bass Hill Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,12/30/2019,Estimated,Monthly,300,Tons per day,603404,7/1/2013,2150000,Cubic Yards,200,32,4290,MSL,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,40.35281,-120.55508,96130,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),469-700 Johnstonville Dump Rdoff Hwy 395,Johnstonville,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0011,Herlong Disposal Facility (Landfill),Solid Waste Landfill,No,Closed,Permitted,Disposal,Solid Waste Facility,,III,8/30/2002,Actual,Quarterly,23,Tons per week,203174,11/17/1998,,,20,0,,,,,Rachel Beck,Closed,Permitted,No,Yes,No,Yes,,,C2,1.10013E+11,40.13669,-120.17019,96113,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),"County Road 328,  1 M. south of Herlong",Herlong,CA,96113,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-CR-0015,Spaulding Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1974,Estimated,Annual,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,D,,40.64333,-120.77333,95501,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),"T32n, R11e, Sec.7",Spaulding,CA,95501,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-CR-0017,Little Valley Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1974,Estimated,Annual,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,D,,40.90833,-121.1984,96056,Lassen,Lassen,Central Valley,Lassen County (Unincorporated),County Rd 1/ Nw of Little Valley Rd.,Little Valley,CA,96056,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
19-AA-0008,Santa Monica Resource Recovery Center,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,400,Tons per day,,,85000,Tons per year,5.3,,,,,,Nai Teurn,Active,Permitted,No,No,No,No,,,,,34.0267,-118.46882,90404,Los Angeles,South Coast,Los Angeles,Santa Monica,2401-2411 Delaware Avenue,Santa Monica,CA,90404,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0043,Irwindale Speedway,Inert Waste Disposal Site,No,Closed,Permitted,Disposal,Solid Waste Facility,,,,,Quarterly,3000,Tons per day,900000,7/24/1996,,,86,0,,,,,Dawn Liang,Closed,Permitted,No,Yes,No,No,,,C1,,34.1,-117.97778,91706,Los Angeles,South Coast,Los Angeles,Irwindale,13300 Live Oak Ave.,Irwindale,CA,91706,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0070,75th St East & Little Rock Disposal Site,Solid Waste Disposal Site          ,No,Clean Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,None,,,,,,,0,0,,,,,Dawn Liang,Clean Closed,Unpermitted,No,Yes,No,No,,,D,,34.7466,-118.40932,93543,Los Angeles,Antelope Valley,Lahontan,Lancaster,75th Street And Avenue `u`,Lancaster,CA,93543,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0298,Altadena Shop,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,20,Cubic Yards per Day,,,300,Cubic Yards per Day,,,,,,,Nai Teurn,Active,Notification,No,No,No,No,,,,1.10003E+11,34.18857,-118.15551,91001,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),252 W Mountain View St,Altadena,CA,91001,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0303,Road Division #233 Transfer Station     ,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,50,Cubic Yards per Day,,,7100,Cubic Yards per year,4,,,,,,Benjamin Escotto,Active,Notification,No,No,No,No,,,,,33.96333,-118.37641,90045,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),5530 West 83rd Street,Los Angeles (City),CA,90045,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0404,Culver City Transfer/Recycling Station,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,500,Tons per day,,,500,Tons per day,1.4,,,,,,Nai Teurn,Active,Permitted,No,No,No,No,,,,,34.01803,-118.3875,90232,Los Angeles,South Coast,Los Angeles,Culver City,9255 West Jefferson Blvd,Culver City,CA,90232,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0811,San Fernando Street MDY,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,60,Cubic Yards per Day,,,15000,Cubic Yards per year,4,,,,,,Benjamin Escotto,Active,Notification,No,No,No,No,,,,,34.11432,-118.24552,90065,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),11370 San Fernando Road,Los Angeles (City),CA,90065,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0813,Sunland Street MDY,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,68,Tons per day,,,3500,Tons per year,2,,,,,,Benjamin Escotto,Active,Permitted,No,No,No,No,,,,,34.26404,-118.33511,91040,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),9401 Wentworth Street,Sunland (In Los Angeles),CA,91040,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0820,Lopez Canyon Sanitary Landfill,Solid Waste Landfill,No,Closed,Permitted,Disposal,Solid Waste Facility,,III,6/30/1996,Actual,Quarterly,4000,Tons per day,,,4000000,Cubic Yards,399,166,1770,MSL,,,Peter Jan,Closed,Permitted,No,Yes,No,Yes,,,C2,,34.29371,-118.39155,91342,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),11950 Lopez Canyon Road,San Fernando (City of LA),CA,91342,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0822,Mission Canyon #4-7,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,34.1,-118.46667,90049,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),2201 North Sepulveda,Los Angeles (City),CA,90049,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0854,Reliance Landfill,Inert Debris Engineered Fill Operation,No,Active,Notification,Disposal,Solid Waste Operation,,,1/1/2025,Estimated,Quarterly,6000,Tons per day,,,2187000,Tons per year,90,59,580,MSL,200,BGL,Nai Teurn,Active,Notification,No,No,Yes,No,,,,,34.13155,-117.935,91706,Los Angeles,South Coast,Los Angeles,Irwindale,15990 Foothill Blvd.,Irwindale,CA,91706,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0859,City Terrace Recycling and Waste T/S,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,1000,Tons per day,,,1000,Tons per day,1.6,,,,,,Nai Teurn,Active,Permitted,No,No,No,No,,,,,34.05816,-118.19123,90063,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),1511-1533 Fishburn Avenue,City Terrace,CA,90063,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5114,"La By-Products, Slauson Ave Pit",Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1968,Estimated,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,33.98028,-118.13833,90040,Los Angeles,South Coast,Los Angeles,Commerce,7140-42 Slauson Ave,Commerce,CA,90040,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5149,County Parks And Rec Dept.,Inert Waste Disposal Site,No,Closed,Unpermitted,Disposal,Solid Waste Facility,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,33.98861,-118.37639,90001,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),5361 W. Slauson Ave,Los Angeles (County),CA,90001,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5215,Rg Simmons Estate,Solid Waste Disposal Site          ,No,Closed,To Be Determined,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,TBD (Pending Investigation) ,No,Yes,No,No,,,C2,,33.9692,-118.3595,90302,Los Angeles,South Coast,Los Angeles,Inglewood,400 W. Beach Blvd.,Inglewood,CA,90302,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5225,Sunnyglen Construction Company,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,33.8488,-118.3773,90503,Los Angeles,South Coast,Los Angeles,Torrance,N. Of Del Amo & E. Of Prospect Ave.,Torrance,CA,90503,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5230,Tobia Dump #2,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,D,,33.925,-118.31056,90249,Los Angeles,South Coast,Los Angeles,Gardena,14108 S. Western Ave.,Gardena,CA,90249,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5232,"Torrance Sump, 233rd St",Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,33.8149,-118.3192,90503,Los Angeles,South Coast,Los Angeles,Torrance,Ne Corner Of 233rd St & Arlington Ave.,Torrance,CA,90503,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5343,Weber Ave Dump,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C2,,33.9202,-118.2198,99999,Los Angeles,South Coast,Los Angeles,Compton,575 E Weber St,Compton,CA,99999,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5350,City Of Santa Monica Landfill #2,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,12/1/1970,Estimated,Quarterly,,,,,300,Cubic Yards,,,,,35,BGL,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,34.0269,-118.4686,90404,Los Angeles,South Coast,Los Angeles,Santa Monica,2500 Michigan Ave.,Santa Monica,CA,90404,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5556,State Of Ca Hwy Rd Maint AKA Caltrans Du,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,6/20/1974,Actual,Quarterly,,,,,,,,2,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,B2,,33.9731,-118.1215,90040,Los Angeles,South Coast,Los Angeles,Commerce,7840 Telegraph Rd.,Commerce,CA,90040,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5624,Antelope Valley Public Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,4/1/2044,Estimated,Monthly,5548,Tons per day,17911225,10/31/2017,30200000,Cubic Yards,185,125,3200,MSL,,,Nai Teurn,Active,Permitted,No,No,No,Yes,,,,,34.56975,-118.15208,93551,Los Angeles,Antelope Valley,Lahontan,Palmdale,1200 W. City Ranch Road,Palmdale,CA,93551,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5674,Fields And Arcon,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,34.0344,-118.1669,90022,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),"182 S. Mc Donnell Avenue, Belvedere",East Los Angeles,CA,90022,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AE-0004,Chandler`s Landfill,Inert Debris Engineered Fill Operation,No,Closed,Notification,Disposal,Solid Waste Operation,,,5/11/2015,Actual,None,4500,Tons per day,,,950000,Tons per year,86,,,,,,Nai Teurn,Closed,Notification,No,Yes,Yes,No,,,D,,33.783,-118.327,90274,Los Angeles,South Coast,Los Angeles,Rolling Hills Estates,26311 Palos Verde Drive East,Rolling Hills Estates,CA,90274,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
